claim_id,claim_text,source,verifier,status
E010,"East Harlem (Manhattan CD 11) life expectancy approximately 78.5 years","NYC DOHMH Community Health Profiles (2018/2021)",stream_E,verified
E011,"Boyle Heights life expectancy approximately 3 years below LA City average (LA City ~80.6, Boyle Heights ~77.6)","https://apps.gis.lacounty.gov/static/DPH/chp-reports/CHP%20Report%20-%20Boyle%20Heights.pdf",stream_E,verified
E012,"LA County median life expectancy 80.6 years","https://apps.gis.lacounty.gov/static/DPH/community-profiles/",stream_E,verified
E013,"Back Bay (Boston) life expectancy approximately 91.9 years; Nubian Square / Roxbury approximately 69 years (23-year gap)","https://www.boston.gov/sites/default/files/file/2024/03/HOB_Mortality_LE_2023_FINAL_Corr_032524.pdf; https://www.wbur.org/news/2023/05/11/boston-life-expectancy-gap-back-bay-roxbury",stream_E,verified
E014,"Massachusetts state life expectancy 80.1 years, 2nd in nation","https://www.wgbh.org/news/health/2024-08-21/massachusetts-ranks-2nd-in-nation-for-life-expectancy-but-massive-gaps-remain-experts-say",stream_E,verified
E015,"Massachusetts Hispanic women life expectancy approximately 89 years","GBH reporting of MA DPH data, 2024",stream_E,verified
E016,"Chelsea MA approximately 45% foreign-born, approximately 62% Latino","https://www.census.gov/quickfacts/fact/table/chelseacitymassachusetts/PST045224",stream_E,verified
E017,"Cuba national life expectancy 78.3 years in 2024","https://data.who.int/countries/192",stream_E,verified
E018,"Florida state life expectancy 78.9 years","Miami-Dade CHA 2019",stream_E,verified
E019,"Hialeah 95% Hispanic, approximately 74% foreign-born","https://www.census.gov/quickfacts/hialeahcityflorida",stream_E,verified
E020,"Mantua (West Philadelphia) life expectancy 66 years","https://www.inquirer.com/health/life-expectancy-project-philadelphia-new-jersey-census-tract-20181218.html",stream_E,verified
E021,"Spring Garden (Philadelphia) life expectancy 87+ years","https://www.inquirer.com/health/life-expectancy-project-philadelphia-new-jersey-census-tract-20181218.html",stream_E,verified
E022,"Ruiz 2013 meta-analysis: Hispanic populations 17.5% lower mortality risk (OR 0.825, 95% CI 0.75-0.91), 58 studies, 4.6 million participants","https://ajph.aphapublications.org/doi/full/10.2105/AJPH.2012.301103",stream_E,verified
E023,"Markides & Coreil 1986 originated 'Hispanic Epidemiological Paradox' term; cited 1500+ times","https://pubmed.ncbi.nlm.nih.gov/3086917/",stream_E,verified
E024,"Palloni & Arias 2004 concluded salmon bias explains foreign-born Mexican mortality advantage; other foreign-born Hispanic advantage not explained by salmon bias","https://pubmed.ncbi.nlm.nih.gov/15461007/",stream_E,verified
E025,"Sampson Raudenbush Earls 1997 Science: 2-SD increase in collective efficacy associated with 40% lower expected homicide rate","https://pubmed.ncbi.nlm.nih.gov/9252316/",stream_E,verified
E026,"Buettner Power 9: 263 of 263 centenarians except 5 belonged to faith community; attending religious services 4x/month adds 4-14 years LE","https://www.bluezones.com/2016/11/power-9/",stream_E,verified
E027,"Starr County TX residents 'routinely live to 80+' despite 30% poverty, 25%+ uninsured","https://www.texastribune.org/2011/01/16/border-counties-have-some-of-texas-longest-lives/",stream_E,verified
E028,"Eschbach Ostir Patel Markides Goodwin 2004 Am J Public Health: older Mexican Americans in high Mexican-density tracts had lower mortality","https://pmc.ncbi.nlm.nih.gov/articles/PMC1448538/",stream_E,verified
E029,"West Garfield Park (Chicago) life expectancy 69 years","https://www.chicagomag.com/city-life/february-2018/a-second-city-west-side-health-life-expectancy/",stream_E,verified
E030,"Minneapolis Somali community: 34% of Somalis ages 25-64 lack high school diploma vs 6% of all Minnesotans","https://snpalliance.org/wp-content/uploads/2021/02/UCare-Somali-Circles-of-Health-Jan-2020.pdf",stream_E,verified
E031,"Sunset Park Brooklyn poverty rate 29% vs 21% Brooklyn, 20% NYC in 2018","https://www.nyc.gov/assets/doh/downloads/pdf/data/2018chp-bk407.pdf",stream_E,verified
E032,"Washington Heights / Inwood LE 2.8 years greater than NYC citywide, 5.3 years greater than US average in 2018","https://www.nyc.gov/assets/doh/downloads/pdf/data/2018chp-mn12.pdf",stream_E,verified
F-001,"Eviction judgment associated with 40% higher mortality (95% CI 36-43%)",Graetz et al. Soc Sci Med 2024 DOI 10.1016/j.socscimed.2023.116494,Stream F,verified
F-002,"Customized search assistance raised share moving to high-opportunity tract from 15% to 53%",Bergman/Chetty et al. AER 2024 DOI 10.1257/aer.20200407,Stream F,verified
F-003,"Medically tailored meals cut hospitalizations 47% (95% CI 36-58%) in meta-analysis modeled to 50 states",Deng/Mozaffarian Health Affairs 2025 DOI 10.1377/hlthaff.2024.01307,Stream F,verified
F-004,"READI Chicago: shooting/homicide arrests -65% in full sample; -79% in outreach-referred subgroup (stat. sig. after adjustment); BCR 4:1 to 18:1",Bhatt/Heller et al. QJE 2024 DOI 10.3386/w30852,Stream F,verified
F-005,"Massachusetts Flexible Services: -23% hospitalizations -13% ED visits",Hager et al. Health Affairs 2025 DOI 10.1377/hlthaff.2024.01409,Stream F,verified
F-006,"OpenResearch UBI: -4.1 pp labor-force participation, -1 to -2 hours/week worked",Vivalt/Rhodes/Bartik NBER 32719,Stream F,verified
F-007,"Vacant-lot redevelopment DiD 2007-2023: aggravated assault -56.6/sq mi/yr (95% CI -97.9 to -15.2)",Asa et al. AJPH 2026 DOI 10.2105/AJPH.2025.308269,Stream F,verified
F-008,"Intensive food-as-medicine RCT: null on HbA1c (adjusted diff -0.10, 95% CI -0.46 to 0.25, P=.57)",Doyle/Alsan JAMA Intern Med 2024 DOI 10.1001/jamainternmed.2023.6670,Stream F,verified
F-009,"Produce Rx RCT: HbA1c 0.20 pp higher than usual care (95% CI 0.05-0.35) at 12 months",Drake et al. JAMA Intern Med 2026 DOI 10.1001/jamainternmed.2025.8008,Stream F,verified
F-010,"NC Healthy Opportunities Pilots: $85/enrollee/month medical-cost savings; 265k services to 20k enrollees",Van Vleet NC Med J 2024 DOI 10.18043/001c.94844,Stream F,verified
F-011,"CHW interventions cost-effective in 70% of 50 reviewed studies; median cost/QALY $3,967 (2024 USD)",Van Iseghem et al. Value in Health 2026 DOI 10.1016/j.jval.2025.09.004,Stream F,verified
F-012,"Naloxone community distribution: 98.3% survival when administered by PWUD (95% CI 97.5-98.8%)",Fischer et al. BMC Public Health 2025 DOI 10.1186/s12889-025-22210-8,Stream F,verified
F-013,"Stockton SEED RCT: Kessler-10 distress 21.3 to 18.4 (P=.027); income volatility 19% vs 26% (P=.039)",West & Castro J Urban Health 2023 DOI 10.1007/s11524-023-00723-0,Stream F,verified
F-014,"Collaborative care IPD meta-analysis: therapeutic-treatment-strategy component interaction coefficient -0.07 on depression (P<0.001)",Schillok et al. JAMA Psychiatry 2025 DOI 10.1001/jamapsychiatry.2025.0183,Stream F,verified
F-015,"2021 CTC expansion linked to fewer depressive/anxiety symptoms in low-income adults; larger reductions for Black/Hispanic parents",Hamad et al. Health Affairs 2023 DOI 10.1377/hlthaff.2022.00733,Stream F,verified
F-016,"Green-space exposure reduces odds of depression OR 0.89 (95% CI 0.86-0.93)",Liu et al. meta-analysis 2024 PMC10885792,Stream F,verified
F-017,"EPA 2024 PM2.5 NAAQS (9 μg/m³) estimated to prevent up to 4500 premature deaths/year and $46B net health benefit by 2032",EPA RIA 2024 final rule,Stream F,verified
F-018,"Urban tree canopy reduces summer mean air temps ~1.0°C; could offset 40-99% of projected 2050 heat-mortality increase",Greene et al. npj Urban Sustainability 2024 DOI 10.1038/s42949-024-00150-3,Stream F,verified
F-019,"States lifting COVID eviction moratoriums had 5.4x COVID mortality (95% CI 3.1-9.3) at 16 weeks post-expiration",Leifheit et al. AJE 2021 DOI 10.1093/aje/kwab196,Stream F,verified (SUPPLEMENTARY)
F-020,"CLT qualitative study identifies 5 mechanisms linking CLT to health: stability, unit quality, amenities, services, governance",Arcaya et al. J Urban Health 2023 DOI 10.1007/s11524-022-00706-7,Stream F,verified
